[1,1423954680258,acc,x,0.2681506
, 1,1423954680258,acc,y,0.34476504
, 1,1423954680258,acc,z,10.266336
, 2,1423954680277,acc,x,0.076614454
, 2,1423954680277,acc,y,0.38307226
, 2,1423954680277,acc,z,9.653421
, 3,1423954680297,acc,x,0.076614454
, 3,1423954680297,acc,y,0.34476504
, 3,1423954680298,acc,z,9.730036
, 4,1423954680327,acc,x,0.19153613
, 4,1423954680327,acc,y,0.38307226
, 4,1423954680327,acc,z,10.0748005
, 5,1423954680347,acc,x,0.076614454
, 5,1423954680347,acc,y,0.38307226
, 5,1423954680348,acc,z,9.653421
, 6,1423954680367,acc,x,0.15322891
, 6,1423954680368,acc,y,0.34476504
, 6,1423954680369,acc,z,9.998186
, 7,1423954680387,acc,x,0.11492168
, 7,1423954680387,acc,y,0.38307226
, 7,1423954680387,acc,z,9.768343
, 8,1423954680407,acc,x,0.15322891
, 8,1423954680408,acc,y,0.34476504
, 8,1423954680408,acc,z,9.959879
, 9,1423954680427,acc,x,0.19153613
, 9,1423954680428,acc,y,0.34476504
, 9,1423954680428,acc,z,10.036493
, 10,1423954680447,acc,x,0.11492168
, 1,1423954680258,acc,z,10.266336
, 2,1423954680277,acc,x,0.076614454
, 2,1423954680277,acc,y,0.38307226
, 2,1423954680277,acc,z,9.653421
, 3,1423954680297,acc,x,0.076614454
, 3,1423954680297,acc,y,0.34476504
, 3,1423954680298,acc,z,9.730036
, 4,1423954680327,acc,x,0.19153613
, 4,1423954680327,acc,y,0.38307226
, 4,1423954680327,acc,z,10.0748005
, 5,1423954680347,acc,x,0.076614454
, 5,1423954680347,acc,y,0.38307226
, 5,1423954680348,acc,z,9.653421
, 6,1423954680367,acc,x,0.15322891
, 6,1423954680368,acc,y,0.34476504
, 6,1423954680369,acc,z,9.998186
, 7,1423954680387,acc,x,0.11492168
, 7,1423954680387,acc,y,0.38307226
, 7,1423954680387,acc,z,9.768343
, 8,1423954680407,acc,x,0.15322891
, 8,1423954680408,acc,y,0.34476504
, 8,1423954680408,acc,z,9.959879
, 9,1423954680427,acc,x,0.19153613
, 9,1423954680428,acc,y,0.34476504
, 9,1423954680428,acc,z,10.036493
, 10,1423954680447,acc,x,0.11492168
, 1,1423954680258,acc,z,10.266336
, 2,1423954680277,acc,x,0.076614454
, 2,1423954680277,acc,y,0.38307226
, 2,1423954680277,acc,z,9.653421
, 3,1423954680297,acc,x,0.076614454
, 3,1423954680297,acc,y,0.34476504
, 3,1423954680298,acc,z,9.730036
, 4,1423954680327,acc,x,0.19153613
, 4,1423954680327,acc,y,0.38307226
, 4,1423954680327,acc,z,10.0748005
, 5,1423954680347,acc,x,0.076614454
, 5,1423954680347,acc,y,0.38307226
, 5,1423954680348,acc,z,9.653421
, 6,1423954680367,acc,x,0.15322891
, 6,1423954680368,acc,y,0.34476504
, 6,1423954680369,acc,z,9.998186
, 7,1423954680387,acc,x,0.11492168
, 7,1423954680387,acc,y,0.38307226
, 7,1423954680387,acc,z,9.768343
, 8,1423954680407,acc,x,0.15322891
, 8,1423954680408,acc,y,0.34476504
, 8,1423954680408,acc,z,9.959879
, 9,1423954680427,acc,x,0.19153613
, 9,1423954680428,acc,y,0.34476504
, 9,1423954680428,acc,z,10.036493
, 10,1423954680447,acc,x,0.11492168
